Date,Open,High,Low,Close,Adj Close,Volume,Day
2013-11-11,157.330002,157.729996,157.149994,157.610001,127.623093,3795200,32
2013-11-12,157.419998,157.720001,156.869995,157.369995,127.428757,4094800,33
2013-11-13,156.520004,158.119995,156.5,158.059998,127.987442,5062900,34
2013-11-14,158.100006,158.809998,157.949997,158.729996,128.529953,6931000,35
2013-11-15,158.570007,159.300003,158.479996,159.300003,129.234192,6529100,36
2013-11-18,159.710007,159.949997,159.070007,159.440002,129.347717,5236000,37
2013-11-19,159.580002,159.929993,159.089996,159.330002,129.25853,5017300,38
2013-11-20,159.550003,159.880005,158.350006,158.770004,128.80423,8401100,39
2013-11-21,159.289993,159.880005,159.169998,159.860001,129.688431,4579900,40
2013-11-22,159.830002,160.429993,159.479996,160.399994,130.126541,4466400,41
2013-11-25,160.809998,160.850006,160.300003,160.610001,130.29689,5114400,42
2013-11-26,160.539993,160.970001,160.460007,160.5,130.207687,5231300,43
2013-11-27,160.789993,160.940002,160.410004,160.850006,130.491562,6272800,44
2013-11-29,161.110001,161.580002,160.580002,160.720001,130.386124,2887900,45
2013-12-02,160.759995,160.839996,159.710007,159.919998,129.737183,5655700,46
2013-12-03,159.229996,159.619995,158.460007,158.990005,128.982605,8660700,47
2013-12-04,158.460007,159.520004,157.830002,158.759995,128.796112,7138200,48
2013-12-05,158.449997,158.889999,158.009995,158.119995,128.276886,5823000,49
2013-12-06,159.529999,160.179993,159.130005,160.160004,129.931839,6345300,50
2013-12-09,160.289993,160.529999,160.110001,160.229996,129.988632,3967700,51
2013-12-10,159.770004,160.190002,159.639999,159.720001,129.574997,4047600,52
2013-12-11,159.839996,159.899994,158.229996,158.309998,128.430923,7906700,53
2013-12-12,158.210007,158.429993,157.070007,157.470001,127.749611,7078700,54
2013-12-13,157.539993,157.970001,157.100006,157.649994,127.895638,8886500,55
2013-12-16,158.369995,159.369995,158.25,158.899994,128.909622,7076500,56
2013-12-17,159.270004,159.289993,158.389999,158.779999,128.812271,6001100,57
2013-12-18,159.160004,161.789993,158.110001,161.759995,131.229767,15330700,58
2013-12-19,161.479996,162.009995,161.279999,161.880005,131.32724,8018300,59
2013-12-20,161.619995,162.529999,161.610001,162.009995,131.754257,7978200,60
2013-12-23,162.570007,162.850006,162.330002,162.619995,132.250259,4992800,61
2013-12-24,162.720001,163.259995,162.589996,163.160004,132.689362,2462000,62
2013-12-26,163.600006,164.490005,163.580002,164.460007,133.746643,4971600,63
2013-12-27,164.759995,164.919998,164.220001,164.470001,133.754745,6176900,64
2013-12-30,164.550003,164.679993,164.399994,164.589996,133.852341,4043600,65
2013-12-31,164.940002,165.509995,164.809998,165.470001,134.568054,5667800,66
2014-01-02,164.789993,165.009995,163.839996,164.110001,133.46196,9291100,67
2014-01-03,164.399994,164.869995,164.039993,164.389999,133.689651,6127600,68
2014-01-06,164.990005,165.059998,163.710007,163.889999,133.283081,7446800,69
2014-01-07,164.660004,165.289993,164.520004,164.970001,134.161392,5387200,70
2014-01-08,164.699997,164.830002,163.910004,164.350006,133.657196,9461800,71
2014-01-09,164.949997,164.990005,163.520004,164.190002,133.527054,8212900,72
2014-01-10,164.559998,164.690002,163.520004,164.179993,133.518845,7497200,73
2014-01-13,163.899994,164.279999,162.139999,162.240005,131.941254,10676100,74
2014-01-14,162.740005,163.470001,162.369995,163.449997,132.925278,7335400,75
2014-01-15,163.660004,164.800003,163.589996,164.570007,133.836075,7780800,76
2014-01-16,164.220001,164.330002,163.520004,163.979996,133.356262,5170900,77
2014-01-17,163.789993,164.589996,163.610001,164.080002,133.545944,8013200,78
2014-01-21,165.029999,165.050003,162.789993,163.729996,133.261017,9675200,79
2014-01-22,163.759995,163.800003,162.990005,163.470001,133.049469,5418100,80
2014-01-23,162.429993,162.429993,161.070007,161.710007,131.616943,9456000,81
2014-01-24,160.710007,160.889999,158.479996,158.479996,128.987915,14663200,82
2014-01-27,158.710007,159.110001,157.509995,158.020004,128.613602,14215300,83
2014-01-28,158.470001,159.169998,158.279999,158.940002,129.362457,8308000,84
2014-01-29,157.660004,158.25,156.75,157.100006,127.864853,14271200,85
2014-01-30,158.300003,158.770004,157.369995,158.169998,128.735657,7864700,86
2014-01-31,156.229996,157.699997,155.850006,156.75,127.579987,10693100,87
2014-02-03,156.570007,156.759995,153.25,153.529999,124.959221,18172800,88
2014-02-04,153.949997,154.529999,153.259995,154.080002,125.406891,11853400,89
2014-02-05,153.720001,154.509995,153.119995,154.179993,125.488136,11603200,90
2014-02-06,154.699997,156.149994,154.699997,156.139999,127.083572,10426200,91
2014-02-07,156.559998,157.800003,156.050003,157.779999,128.418304,11528500,92
2014-02-10,157.759995,157.820007,157.130005,157.75,128.393982,4790700,93
2014-02-11,158.059998,160.089996,157.940002,159.759995,130.0298,7620400,94
2014-02-12,160,160.449997,159.339996,159.710007,129.98909,5249600,95
2014-02-13,158.660004,160.470001,158.610001,160.289993,130.461151,5085000,96
2014-02-14,160.080002,161.830002,159.899994,161.589996,131.519318,5824400,97
2014-02-18,161.699997,161.759995,161.130005,161.410004,131.372772,4966400,98
2014-02-19,161.020004,162.339996,160.380005,160.520004,130.648407,8245400,99
2014-02-20,160.559998,161.720001,160.100006,161.309998,131.291397,7035600,100
2014-02-21,161.080002,161.619995,160.619995,160.809998,131.238373,5268200,101
2014-02-24,161.020004,162.690002,160.970001,161.660004,131.932068,6704400,102
2014-02-25,161.740005,162.240005,161.130005,161.5,131.801529,6067800,103
2014-02-26,161.710007,162.259995,161.270004,161.839996,132.078934,5032900,104
2014-02-27,161.639999,162.559998,161.369995,162.550003,132.658371,5292500,105
2014-02-28,162.559998,163.770004,162.009995,163.020004,133.041992,10010400,106
2014-03-03,161.589996,162.190002,160.490005,161.490005,131.793259,9144400,107
2014-03-04,163.130005,164,163.050003,163.630005,133.53978,7947500,108
2014-03-05,163.779999,163.820007,163.210007,163.350006,133.31131,4968400,109
2014-03-06,163.820007,164.309998,163.759995,164.089996,133.915237,4651800,110
2014-03-07,164.759995,164.889999,163.809998,164.339996,134.119217,7381900,111
2014-03-10,164.050003,164.160004,163.179993,163.990005,133.833588,3995400,112
2014-03-11,164.279999,164.490005,163.110001,163.419998,133.368439,5198700,113
2014-03-12,162.660004,163.570007,162.470001,163.229996,133.213318,5250800,114
2014-03-13,163.740005,164.029999,160.779999,161.050003,131.434143,9500500,115
2014-03-14,160.729996,161.600006,160.380005,160.649994,131.107712,8603100,116
2014-03-17,161.399994,162.669998,161.330002,162.369995,132.511475,6641400,117
2014-03-18,162.690002,163.639999,162.550003,163.279999,133.254181,7094600,118
2014-03-19,163.259995,163.570007,161.149994,162.190002,132.364517,7936400,119
2014-03-20,161.850006,163.470001,161.479996,163.300003,133.270416,6616200,120
2014-03-21,163.470001,164.199997,162.529999,162.630005,132.953232,7629500,121
2014-03-24,163.130005,163.460007,161.779999,162.440002,132.797943,6336000,122
2014-03-25,163.369995,163.720001,162.570007,163.389999,133.574509,5991100,123
2014-03-26,164.070007,164.330002,162.320007,162.330002,132.707901,6133800,124
2014-03-27,162.25,162.679993,161.539993,162.279999,132.667053,7713700,125
2014-03-28,162.610001,163.820007,162.320007,162.850006,133.133148,4536000,126
2014-03-31,163.720001,164.460007,163.639999,164.240005,134.26944,6368400,127
2014-04-01,164.669998,165.309998,164.580002,164.949997,134.850021,4076100,128
2014-04-02,165.190002,165.570007,164.75,165.369995,135.193237,5597700,129
2014-04-03,165.720001,165.75,164.960007,165.339996,135.168716,4452600,130
2014-04-04,166.009995,166.059998,163.580002,163.880005,133.975128,10559700,131
2014-04-07,163.580002,163.929993,162.119995,162.160004,132.569061,8624100,132
2014-04-08,162.100006,162.729996,161.550003,162.330002,132.707901,5930000,133
2014-04-09,163,164.139999,162.429993,164.100006,134.155045,6008300,134
2014-04-10,164.119995,164.309998,161.270004,161.470001,132.005005,9981500,135
2014-04-11,160.669998,161.320007,159.880005,160.020004,130.81958,11067500,136
2014-04-14,161.080002,161.619995,160.270004,161.449997,131.988602,6270600,137
2014-04-15,161.669998,162.470001,160.380005,162.360001,132.732544,8489000,138
2014-04-16,163.429993,164.029999,162.929993,164.020004,134.089691,5864200,139
2014-04-17,163.610001,164.190002,163.330002,163.75,133.976669,5790700,140
2014-04-21,163.839996,164.25,163.699997,164.029999,134.205734,3066100,141
2014-04-22,164.300003,165.300003,164.229996,164.800003,134.835815,4044300,142
2014-04-23,164.940002,164.990005,164.449997,164.639999,134.70491,3546100,143
2014-04-24,165.009995,165.110001,164.190002,164.690002,134.745789,4028700,144
2014-04-25,164.080002,164.190002,163,163.350006,133.649475,5102700,145
2014-04-28,164.130005,164.690002,162.779999,164.169998,134.320404,7236900,146
2014-04-29,164.619995,165.270004,164.490005,165,134.99942,4581400,147
2014-04-30,164.919998,165.600006,164.830002,165.449997,135.367661,4958500,148
2014-05-01,165.300003,165.710007,164.899994,165.229996,135.187592,3889400,149
2014-05-02,165.160004,165.850006,164.529999,164.75,134.794876,7036100,150
2014-05-05,163.970001,165.169998,163.449997,164.929993,134.942169,4059700,151
2014-05-06,164.660004,164.679993,163.679993,163.729996,133.960281,5281500,152
2014-05-07,164.509995,165.080002,163.389999,165.029999,135.023941,5576200,153
2014-05-08,165.020004,166.070007,164.860001,165.350006,135.285843,5997900,154
2014-05-09,165.289993,165.779999,164.869995,165.720001,135.58847,4228600,155
2014-05-12,166.309998,166.929993,166.279999,166.800003,136.472122,3944700,156
2014-05-13,167.100006,167.289993,166.949997,167.050003,136.676727,4133400,157
2014-05-14,167.089996,167.139999,165.919998,166.110001,135.907654,3104700,158
2014-05-15,165.779999,165.869995,164.020004,164.550003,134.631302,7539300,159
2014-05-16,164.160004,164.639999,163.770004,164.610001,135.025742,5115000,160
2014-05-19,164.139999,164.910004,164.029999,164.710007,135.107819,2879900,161
2014-05-20,164.699997,164.720001,163.039993,163.320007,133.967682,4856600,162
2014-05-21,163.949997,165.149994,163.889999,164.979996,135.329269,4898700,163
2014-05-22,165.089996,165.389999,164.600006,165.179993,135.493347,3564100,164
2014-05-23,165.289993,165.869995,165.190002,165.830002,136.026535,2857000,165
2014-05-27,166.449997,166.600006,166.130005,166.470001,136.551529,2561300,166
2014-05-28,166.539993,166.550003,165.949997,166.089996,136.239777,3681500,167
2014-05-29,166.470001,166.789993,166.029999,166.779999,136.805878,2763500,168
2014-05-30,166.600006,167.020004,166.300003,166.929993,136.928787,2769000,169
2014-06-02,167.25,167.399994,166.630005,167.199997,137.15036,4453300,170
2014-06-03,166.940002,167.199997,166.75,167.020004,137.002625,4125200,171
2014-06-04,166.889999,167.270004,166.580002,167.130005,137.09288,2264600,172
2014-06-05,167.509995,168.309998,166.919998,168.139999,137.921295,5416500,173
2014-06-06,168.580002,169.119995,168.460007,169.080002,138.692413,4118900,174
2014-06-09,169.119995,169.580002,169.020004,169.240005,138.823654,2713200,175
2014-06-10,169.149994,169.369995,168.839996,169.350006,138.91391,2821400,176
2014-06-11,168.75,168.809998,168.089996,168.350006,138.093567,3064100,177
2014-06-12,168.289993,168.339996,166.979996,167.289993,137.224075,5409200,178
2014-06-13,167.539993,167.830002,167.130005,167.619995,137.494843,2708700,179
2014-06-16,167.389999,167.970001,167.149994,167.690002,137.552246,3068300,180
2014-06-17,167.429993,168.199997,167.240005,168,137.806549,2884700,181
2014-06-18,168.050003,169.059998,167.350006,168.929993,138.569443,4729200,182
2014-06-19,169.020004,169.190002,168.539993,169.089996,138.700623,3028000,183
2014-06-20,169.25,169.419998,168.960007,169.080002,138.960358,5370700,184
2014-06-23,169.059998,169.119995,168.580002,168.910004,138.820602,2729200,185
2014-06-24,168.830002,169.330002,167.669998,167.869995,137.965897,4861700,186
2014-06-25,167.520004,168.479996,167.509995,168.279999,138.302902,3657500,187
2014-06-26,168.380005,168.389999,167.059998,168.080002,138.138504,4052400,188
2014-06-27,167.759995,168.25,167.339996,168.169998,138.212463,3092200,189
2014-06-30,167.910004,168.350006,167.649994,167.889999,137.9823,6488400,190
2014-07-01,168.289993,169.639999,168.229996,169.199997,139.058929,4911500,191
2014-07-02,169.309998,169.509995,169.179993,169.399994,139.223373,1929800,192
2014-07-03,169.850006,170.470001,169.729996,170.470001,140.102753,2074800,193
2014-07-07,169.880005,170.009995,169.550003,169.860001,139.601395,2937700,194
2014-07-08,169.580002,169.600006,168.440002,168.850006,138.771301,5438700,195
2014-07-09,169.179993,169.729996,168.860001,169.580002,139.371277,3543800,196
2014-07-10,167.889999,169.339996,167.699997,168.960007,138.86174,4932100,197
2014-07-11,168.770004,169.220001,168.320007,169.199997,139.058929,2830500,198
2014-07-14,170.149994,170.610001,170.039993,170.289993,139.954758,2831200,199
2014-07-15,170.509995,170.910004,169.779999,170.380005,140.028793,5168100,200
2014-07-16,170.960007,171.160004,170.660004,171.070007,140.595871,3197900,201
2014-07-17,170.809998,171.320007,169.460007,169.610001,139.396072,6149300,202
2014-07-18,169.949997,170.759995,169.740005,170.580002,140.343735,6924600,203
2014-07-21,170.100006,170.380005,169.360001,170.179993,140.014572,2886600,204
2014-07-22,170.559998,170.960007,170.429993,170.740005,140.475388,3798200,205
2014-07-23,170.809998,170.809998,170.199997,170.559998,140.327347,2607900,206
2014-07-24,170.660004,170.850006,170.220001,170.440002,140.228561,3226000,207
2014-07-25,169.770004,169.850006,168.759995,169.160004,139.175476,5714000,208
2014-07-28,169.229996,169.649994,168.369995,169.410004,139.381195,3606100,209
2014-07-29,169.889999,170.190002,168.779999,168.779999,138.862869,3683100,210
2014-07-30,169.270004,169.520004,167.779999,168.479996,138.616013,5446600,211
2014-07-31,167.270004,167.429993,165.289993,165.289993,135.991394,9038800,212
2014-08-01,164.800003,165.509995,164.009995,164.570007,135.399017,7435100,213
2014-08-04,164.800003,165.610001,164.110001,165.330002,136.024368,4400000,214
2014-08-05,164.800003,165.139999,163.339996,163.919998,134.864212,8522800,215
2014-08-06,163.460007,164.75,163.369995,164.199997,135.094589,4781100,216
2014-08-07,164.850006,164.889999,163.130005,163.550003,134.55986,4962400,217
2014-08-08,163.669998,165.380005,163.440002,165.339996,136.032532,5412300,218
2014-08-11,165.960007,166.149994,165.470001,165.550003,136.205307,5761500,219
2014-08-12,165.279999,165.770004,165,165.490005,136.15596,3274300,220
2014-08-13,166,166.660004,165.759995,166.490005,136.978729,2841700,221
2014-08-14,166.690002,167.100006,166.460007,167.100006,137.480652,2752400,222
2014-08-15,167.419998,167.460007,165.440002,166.350006,137.106415,7032500,223
2014-08-18,167.25,168.119995,167.229996,168.059998,138.515778,2975200,224
2014-08-19,168.639999,169.020004,168.330002,168.889999,139.199844,3057200,225
2014-08-20,168.720001,169.740005,168.720001,169.600006,139.785095,3108800,226
2014-08-21,169.809998,170.529999,169.690002,170.179993,140.263092,2652600,227
2014-08-22,170.009995,170.479996,169.649994,169.869995,140.007675,5152200,228
2014-08-25,170.559998,171.059998,170.440002,170.619995,140.625748,2588500,229
2014-08-26,170.820007,171.350006,170.779999,170.929993,140.881195,3581400,230
2014-08-27,171.149994,171.210007,170.75,171.009995,140.947205,5162400,231
2014-08-28,170.399994,170.880005,170.100006,170.770004,140.749405,2781900,232
2014-08-29,170.899994,171,170.25,170.880005,140.840027,3280300,233
2014-09-02,170.940002,171.070007,170.039993,170.580002,140.592758,3458700,234
2014-09-03,171.380005,171.479996,170.529999,170.720001,140.70816,2847400,235
2014-09-04,170.910004,171.559998,170.220001,170.660004,140.658676,3760900,236
2014-09-05,170.520004,171.289993,170.009995,171.25,141.144897,3403600,237
2014-09-08,171.039993,171.350006,170.75,171.059998,140.988434,3139800,238
2014-09-09,170.789993,170.839996,169.889999,170.119995,140.213684,4252400,239
2014-09-10,170.169998,170.809998,169.710007,170.669998,140.667023,4595400,240
2014-09-11,169.889999,170.619995,169.820007,170.509995,140.53508,3026200,241
2014-09-12,170.380005,170.440002,169.399994,169.899994,140.032288,5000800,242
2014-09-15,170.059998,170.570007,169.550003,170.320007,140.37851,5130700,243
2014-09-16,169.960007,171.710007,169.889999,171.380005,141.252151,5946400,244
2014-09-17,171.570007,172.25,170.929993,171.580002,141.416992,8498600,245
2014-09-18,172.009995,172.800003,171.899994,172.610001,142.26593,6458100,246
2014-09-19,173,173.320007,172.190002,172.449997,142.474991,9341000,247
2014-09-22,172.350006,172.380005,171.220001,171.410004,141.615784,4894200,248
2014-09-23,170.850006,171.380005,170.210007,170.210007,140.624252,5521800,249
2014-09-24,170.360001,171.899994,169.979996,171.789993,141.929657,5813000,250
2014-09-25,171.5,171.529999,169.089996,169.169998,139.765076,8910500,251
2014-09-26,169.789993,171.130005,169.5,170.699997,141.029068,6062200,252
2014-09-29,169.179993,170.580002,168.940002,170.330002,140.723389,5167800,253
2014-09-30,170.449997,171.100006,169.800003,170.070007,140.508667,5492800,254
2014-10-01,169.910004,169.979996,167.419998,167.679993,138.534012,11030600,255
2014-10-02,167.389999,168.270004,166.429993,167.649994,138.509262,9093700,256
2014-10-03,168.889999,169.970001,168.369995,169.720001,140.219482,5589100,257
2014-10-06,170.440002,170.690002,168.960007,169.570007,140.095566,5315300,258
2014-10-07,168.729996,168.940002,166.860001,166.860001,137.856583,7128800,259
2014-10-08,166.869995,169.820007,166.350006,169.619995,140.13678,8893200,260
2014-10-09,169.160004,169.479996,166.199997,166.339996,137.426926,13387300,261
2014-10-10,166.389999,167.360001,165.210007,165.210007,136.493347,12717500,262
2014-10-13,165.089996,165.789993,162.839996,162.929993,134.60968,14117000,263
2014-10-14,163.669998,164.410004,162.5,163.029999,134.692352,13626400,264
2014-10-15,161.190002,161.850006,158.270004,161.279999,133.246567,24966700,265
2014-10-16,159,161.949997,158.729996,160.979996,132.998657,18926600,266
2014-10-17,162.679993,163.949997,162.210007,163.449997,135.039291,11730200,267
2014-10-20,162.350006,163.679993,162.25,163.649994,135.204468,7156500,268
2014-10-21,164.449997,165.869995,164.119995,165.800003,136.980881,8994600,269
2014-10-22,166.169998,166.229996,164.279999,164.380005,135.807602,6025100,270
2014-10-23,166.050003,167.360001,166.009995,166.449997,137.517868,7029700,271
2014-10-24,166.600006,167.789993,166.169998,167.740005,138.583588,5733500,272
2014-10-27,167.229996,168.059998,166.970001,167.880005,138.699371,5062900,273
2014-10-28,168.479996,169.690002,168.139999,169.660004,140.169876,5438900,274
2014-10-29,170.009995,170.339996,168.610001,169.399994,139.955032,7584000,275
2014-10-30,169.630005,171.940002,169.600006,171.600006,141.772751,7449200,276
2014-10-31,173.339996,173.630005,172.789993,173.449997,143.301208,7563500,277
2014-11-03,173.570007,173.779999,173.050003,173.360001,143.226822,5383200,278
2014-11-04,173.080002,173.649994,172.460007,173.460007,143.309326,6466000,279
2014-11-05,174.589996,174.619995,173.710007,174.550003,144.209961,5286200,280
2014-11-06,174.75,175.410004,174.179993,175.289993,144.821304,7191700,281
2014-11-07,175.240005,175.600006,174.770004,175.580002,145.060867,4018100,282
2014-11-10,175.619995,176.059998,175.330002,175.949997,145.366547,2941900,283
2014-11-11,175.979996,176.240005,175.690002,176.020004,145.424377,3192700,284
2014-11-12,175.259995,176.199997,175.25,176.039993,145.440887,2836500,285
2014-11-13,176.25,176.979996,175.789993,176.440002,145.771347,6508400,286
2014-11-14,176.360001,176.649994,176.119995,176.350006,145.697083,3521100,287
2014-11-17,176.059998,176.759995,176,176.490005,145.812744,3668900,288
2014-11-18,176.529999,177.380005,176.449997,176.960007,146.201065,4721700,289
2014-11-19,176.850006,177.190002,176.289993,176.929993,146.176132,4011400,290
2014-11-20,176.110001,177.279999,176.029999,177.25,146.440613,2881700,291
2014-11-21,178.520004,178.600006,177.279999,177.699997,147.184448,4782000,292
2014-11-24,178.130005,178.220001,177.589996,177.800003,147.267197,2408700,293
2014-11-25,178.160004,178.190002,177.559998,177.960007,147.39975,5510400,294
2014-11-26,177.960007,178.089996,177.649994,178.009995,147.441162,3005600,295
2014-11-28,178.119995,178.690002,177.860001,178.100006,147.515717,4037500,296
2014-12-01,177.539993,178.020004,177.029999,177.600006,147.101563,6671800,297
2014-12-02,177.679993,178.770004,177.669998,178.559998,147.896622,3920500,298
2014-12-03,178.589996,179.139999,178.410004,178.960007,148.227997,11006600,299
2014-12-04,178.729996,179.300003,178.029999,178.830002,148.120407,4791000,300
2014-12-05,179.279999,179.820007,178.990005,179.509995,148.68364,4269400,301
2014-12-08,178.960007,179.539993,177.970001,178.539993,147.880173,5568000,302
2014-12-09,176.779999,178.029999,176.220001,177.960007,147.39975,7945400,303
2014-12-10,177.5,177.5,175.009995,175.289993,145.188263,7622000,304
2014-12-11,175.889999,177.660004,175.699997,176.029999,145.801163,6867300,305
2014-12-12,174.770004,175.669998,172.929993,173,143.291458,12284400,306
2014-12-15,173.75,174.130005,171.210007,171.789993,142.289261,8874300,307
2014-12-16,171.270004,174.389999,170.740005,170.850006,141.510666,12257600,308
2014-12-17,171.270004,173.979996,171.080002,173.589996,143.780136,12901600,309
2014-12-18,175.979996,177.830002,175.369995,177.789993,147.258926,9752400,310
2014-12-19,177.789993,178.419998,177.149994,177.649994,147.460632,11452600,311
2014-12-22,178.220001,179.360001,178.190002,179.360001,148.87999,7855600,312
2014-12-23,179.869995,180.399994,179.679993,180.029999,149.436295,6224800,313
2014-12-24,180.190002,180.529999,179.940002,180.029999,149.436295,1647600,314
2014-12-26,180.490005,180.710007,180.190002,180.190002,149.56897,1921200,315
2014-12-29,179.880005,180.380005,179.809998,180.110001,149.502609,2530900,316
2014-12-30,179.630005,179.869995,179.240005,179.460007,148.963043,2953300,317
2014-12-31,179.820007,180.119995,177.880005,177.880005,147.651581,4514400,318
2015-01-02,178.649994,179.229996,176.979996,177.940002,147.701309,4997200,319
2015-01-05,177.059998,177.210007,174.460007,174.839996,145.128189,6700200,320
2015-01-06,175.100006,175.539993,172.320007,173.389999,143.924622,10131400,321
2015-01-07,174.850006,175.789993,174.240005,175.589996,145.750671,5547000,322
2015-01-08,177.259995,178.960007,177.210007,178.759995,148.381973,7166700,323
2015-01-09,178.979996,179.059998,176.630005,177.220001,147.103729,6646600,324
2015-01-12,177.440002,177.630005,175.460007,176.240005,146.290344,4305300,325
2015-01-13,177.720001,179.029999,174.699997,175.979996,146.074371,9913500,326
2015-01-14,173.440002,174.720001,172.419998,174.059998,144.480637,11090600,327
2015-01-15,174.740005,175.080002,172.809998,173.059998,143.650681,9293700,328
2015-01-16,172.570007,174.970001,172.119995,174.669998,145.111176,8721900,329
2015-01-20,175.229996,175.610001,173.139999,174.899994,145.302231,7224100,330
2015-01-21,174.25,175.75,173.660004,175.350006,145.676178,6259300,331
2015-01-22,175.919998,178.139999,174.509995,177.919998,147.811172,9565100,332
2015-01-23,177.710007,177.820007,176.389999,176.410004,146.556702,4795300,333
2015-01-26,176.160004,176.710007,175.380005,176.5,146.63147,3730400,334
2015-01-27,173.5,174.75,172.589996,173.589996,144.213928,11565100,335
2015-01-28,174.550003,174.610001,171.589996,171.720001,142.66037,9673200,336
2015-01-29,172.160004,174.070007,171.059998,173.899994,144.471512,9615200,337
2015-01-30,173.199997,173.949997,171.270004,171.449997,142.436035,11138500,338
2015-02-02,171.949997,173.429993,170.100006,173.270004,143.948074,9437900,339
2015-02-03,174.130005,176.399994,174.100006,176.330002,146.49025,7543400,340
2015-02-04,175.800003,177.570007,175.779999,176.529999,146.656403,5935900,341
2015-02-05,177.279999,178.639999,177.089996,178.550003,148.334518,6037800,342
2015-02-06,178.820007,179.360001,177.479996,178.089996,147.952393,7211900,343
2015-02-09,177.179993,177.940002,176.679993,177.089996,147.121628,3723100,344
2015-02-10,178.169998,178.75,177.139999,178.509995,148.301346,3572700,345
2015-02-11,178.089996,179.089996,177.669998,178.699997,148.459213,5174500,346
2015-02-12,179.270004,179.929993,179,179.839996,149.40625,3742700,347
2015-02-13,180,180.539993,179.759995,180.339996,149.82164,3998200,348
2015-02-17,180.059998,180.699997,179.710007,180.570007,150.012726,2850900,349
2015-02-18,180.179993,180.679993,179.970001,180.470001,149.929657,2724800,350
2015-02-19,179.869995,180.429993,179.429993,180.089996,149.613953,2663500,351
2015-02-20,179.149994,181.199997,178.5,181.139999,150.896835,8914600,352
2015-02-23,180.710007,180.919998,180.320007,180.919998,150.713577,2738600,353
2015-02-24,181.029999,182.059998,180.889999,181.910004,151.53833,4228700,354
2015-02-25,181.809998,182.169998,181.559998,181.960007,151.579941,2822900,355
2015-02-26,181.919998,182.240005,181.399994,182.009995,151.621536,3045800,356
2015-02-27,181.929993,181.940002,181.149994,181.190002,150.938507,3161300,357
2015-03-02,181.369995,182.679993,181.369995,182.679993,152.179688,3213100,358
2015-03-03,182.229996,182.389999,181.190002,181.869995,151.504974,2825800,359
2015-03-04,181.410004,181.410004,180.130005,180.779999,150.596924,3820200,360
2015-03-05,181.25,181.449997,180.710007,181.169998,150.921768,2410700,361
2015-03-06,180.119995,180.630005,178.130005,178.399994,148.614334,7297400,362
2015-03-09,178.529999,180.190002,178.529999,179.800003,149.780533,3844900,363
2015-03-10,178.380005,178.509995,176.679993,176.690002,147.189713,6070100,364
2015-03-11,176.979996,177.289993,176.229996,176.350006,146.906586,5584600,365
2015-03-12,177.240005,179.020004,177.199997,178.970001,149.089157,4024300,366
2015-03-13,178.389999,178.5,176.270004,177.559998,147.914581,6833900,367
2015-03-16,178.25,179.910004,178.25,179.779999,149.76384,5550100,368
